Kmen,Dieta,Číslo,Označení pro ALS,Body Weight (g),Carcass Wet weight (g),Carcass Dry Weight (g),Carcass relative water,Carcass Ash weight (g),Cl- (mg/kg ash),K+ (mg/kg ash),Na+ (mg/kg ash),Total  Cl- in carcass (mg),Total K+ in carcass (mg),Total Na+ in carcass (mg),Total  Cl- in carcass (mmol),Total K+ in carcass (mmol),Total Na+ in carcass (mmol),rCarcass Cl- (mmol /g DW),rCarcass K+ (mmol /g DW),rCarcass Na+ (mmol /g DW),Carcass Na+/Carcass W,Carcass K+/Carcass W,Carcass (Na + K)/Carcass W,%W,rCar Na+/rW,rCar K+/rW,rCar Na+K/rW,rCar (Na+K),,Water/salt consuption,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Day 8,Day 9,Day 10,Day 11,Day 12,Day 13,Day 14,Day 15
,Sůl,3,HXB1-S-Carcass-3,281.800,182.851,52.451,0.713,1.842,20700.000,194000.000,57800.000,38.129,357.348,106.468,1.076,9.140,4.631,0.021,0.174,0.088,0.03551441618,0.07008997253,0.1056043887,71.31489573,0.04979943645,0.09828237398,0.1480818104,0.1056043887,,,80.6,48.3,48.3,48.3,43.5,28.9,52.5,36.6,35.8,35.8,35.8,46.7,50.6,44.9
,,,,300.433,191.448,55.426,0.711,1.792,18566.667,184666.667,54766.667,34.519,325.348,96.298,0.974,8.321,4.189,0.018,0.150,0.076,0.03080564741,0.06117386621,0.09197951362,71.05051928,0.04333408227,0.08605190074,0.129385983,0.09197951362,,,91.53333333,62.46666667,62.46666667,62.46666667,64.46666667,64.83333333,71.76666667,63.36666667,66.63333333,66.63333333,66.63333333,67.36666667,69.73333333,68.26666667
,,,,11.70906753,5.492658959,1.663998823,0.001874591677,0.2825192575,2404.428865,11471.82061,3781.454227,8.912908433,35.96971656,10.24338549,0.2514028109,0.9199815993,0.4455621837,0.004381991073,0.01745448354,0.008636627198,0.003258405797,0.006601002576,0.0098545187,,0.004479519145,0.009081785733,0.01355428985,0.0098545187,,,5.524581644,7.142964987,7.142964987,7.142964987,11.26262487,18.41485065,9.846258231,13.53494532,15.79987546,15.79987546,15.79987546,10.74391758,10.4808237,12.66192222
,Voda,4,HXB1-W-Carcass-4,320.300,201.319,58.565,0.709,2.142,21800.000,167000.000,47300.000,46.696,357.714,101.317,1.317,9.149,4.407,0.022,0.156,0.075,0.03087145708,0.064089927,0.09496138408,70.90935282,0.04353650944,0.09038289655,0.133919406,0.09496138408,,,,40.1,40.1,40.1,40.2,38.7,46.1,43.5,38,38,38,46.4,38.4,36.6
,Voda,5,HXB1-W-Carcass-5,326.200,204.742,61.833,0.698,1.700,23800.000,191000.000,54200.000,40.460,324.700,92.140,1.141,8.305,4.008,0.018,0.134,0.065,0.02804487021,0.05811186769,0.08615673791,69.79955261,0.04017915469,0.08325535841,0.1234345131,0.08615673791,,,18.7,38.6,38.6,38.6,45.6,41,44.7,39.2,38.3,38.3,38.3,40.6,37.3,34
,Voda,6,HXB1-W-Carcass-6,307.100,199.044,57.508,0.711,1.734,22400.000,194000.000,57400.000,38.842,336.396,99.532,1.096,8.604,4.329,0.019,0.150,0.075,0.03058854889,0.0607891444,0.09137769329,71.10789574,0.04301709194,0.08548859977,0.1285056917,0.09137769329,,,45.8,28.6,28.6,28.6,31.9,25.2,30.9,28.4,26.9,26.9,26.9,34.6,28.4,34.2
,,,,317.867,201.702,59.302,0.706,1.859,22666.667,184000.000,52966.667,41.999,339.603,97.663,1.185,8.686,4.248,0.020,0.147,0.072,0.02983495873,0.0609969797,0.09083193843,70.60560039,0.04224425202,0.08637561824,0.1286198703,0.09083193843,,,32.25,35.76666667,35.76666667,35.76666667,39.23333333,34.96666667,40.56666667,37.03333333,34.4,34.4,34.4,40.53333333,34.7,34.93333333
,,,,5.68589591,1.667563723,1.310886393,0.00409930969,0.1430011958,596.6978418,8603.865458,3000.998872,2.411065063,9.7320144,2.828713563,0.06800793912,0.2489114463,0.1230421127,0.001265907002,0.006534858524,0.003507434866,0.0009050594549,0.001740955817,0.002574198724,,0.001050689158,0.002119546998,0.003048476103,0.002574198724,,,11.14104289,3.634689793,3.634689793,3.634689793,4.012189602,4.962791969,4.884182333,4.523066495,3.777280435,3.777280435,3.777280435,3.43039679,3.188146482,0.8411835044
HXB3,Sůl,1,HXB3-S-Carcass-1,253.400,163.118,50.707,0.689,1.757,20000.000,185000.000,52400.000,35.140,325.045,92.067,0.991,8.314,4.005,0.020,0.164,0.079,0.03562534215,0.07395657732,0.1095819195,68.91391508,0.05169542626,0.1073173353,0.1590127616,0.1095819195,,,57.5,54.9,46.9,48,48,48,49.5,52.4,52,53.9,48,48,48,41.5
,Sůl,2,HXB3-S-Carcass-2,247.800,159.640,48.057,0.699,1.605,14600.000,196000.000,54700.000,23.433,314.580,87.794,0.661,8.046,3.819,0.014,0.167,0.079,0.03422387148,0.0721066302,0.1063305017,69.89664245,0.04896354143,0.1031617939,0.1521253353,0.1063305017,,,62.5,61,63.1,44,44,44,44.5,54.5,52.4,49.4,55.6,55.6,55.6,51.2
,Sůl,3,HXB3-S-Carcass-3,301.100,195.333,58.083,0.703,2.050,17900.000,184000.000,50800.000,36.695,377.200,104.140,1.035,9.647,4.530,0.018,0.166,0.078,0.03300426208,0.07029128072,0.1032955428,70.26462502,0.04697137723,0.1000379362,0.1470093134,0.1032955428,,,68.4,60.1,52.7,52.1,52.1,52.1,56.4,58.1,55.9,58.2,57.1,57.1,57.1,55.4
,,,,267.433,172.697,52.282,0.697,1.804,17500.000,188333.333,52633.333,31.756,338.942,94.667,0.896,8.669,4.118,0.017,0.166,0.079,0.0342844919,0.07211816275,0.1064026547,69.69172752,0.04921011497,0.1035056884,0.1527158034,0.1064026547,,,62.8,58.66666667,54.23333333,48.03333333,48.03333333,48.03333333,50.13333333,55,53.43333333,53.83333333,53.56666667,53.56666667,53.56666667,49.36666667
,,,,17.02926065,11.44205386,3.020539104,0.00405977567,0.131507207,1582.634603,3871.120999,1139.791934,4.214966036,19.50192843,4.928912092,0.1188898458,0.4987922346,0.2143956055,0.001729285748,0.001018417279,0.000436942685,0.0007625529871,0.00106550902,0.001827796155,,0.001378870565,0.002123176741,0.003502016993,0.001827796155,,,3.172202992,1.914489361,4.772166311,2.354710976,2.354710976,2.354710976,3.473968974,1.675992477,1.247405817,2.558359751,2.836549993,2.836549993,2.836549993,4.144795673
,Voda,4,HXB3-W-Carcass-4,273.200,171.676,52.796,0.692,1.851,21400.000,190000.000,52700.000,39.611,351.690,97.548,1.117,8.995,4.243,0.021,0.170,0.080,0.03569217753,0.07566470595,0.1113568835,69.24672057,0.05154349149,0.1092682878,0.1608117793,0.1113568835,,,35,42,39.4,31.2,31.2,31.2,35,35.5,35,36.9,33.7,33.7,33.7,32.4
,Voda,5,HXB3-W-Carcass-5,263.800,171.122,51.491,0.699,1.791,12900.000,197000.000,54500.000,23.104,352.827,97.609,0.652,9.024,4.246,0.013,0.175,0.082,0.03549058532,0.07543279578,0.1109233811,69.90977198,0.05076627247,0.1079002172,0.1586664896,0.1109233811,,,21.8,40.2,36.4,34.3,34.3,34.3,38.8,36.6,44.1,35,37.4,37.4,37.4,38.2
,Voda,6,HXB3-W-Carcass-6,285.700,185.547,55.237,0.702,1.968,19400.000,192000.000,52300.000,38.179,377.856,102.926,1.077,9.664,4.477,0.019,0.175,0.081,0.03435689005,0.07416358301,0.1085204731,70.23018427,0.04892040425,0.1056007239,0.1545211282,0.1085204731,,,29.6,36.6,37.2,30.9,30.9,30.9,29.6,"62,3 ?",33.5,37.2,34.9,34.9,34.9,32.2
,,,,274.233,176.115,53.175,0.698,1.870,17900.000,193000.000,53166.667,33.632,360.791,99.361,0.949,9.228,4.322,0.018,0.174,0.081,0.0351798843,0.07508702825,0.1102669125,69.79555894,0.05041005607,0.107589743,0.1579997991,0.1102669125,,,28.8,39.6,37.66666667,32.13333333,32.13333333,32.13333333,34.46666667,36.05,37.53333333,36.36666667,35.33333333,35.33333333,35.33333333,34.26666667
,,,,6.387503998,4.751771502,1.105518376,0.002916169626,0.05233527042,2583.777447,2096.250742,681.3331718,5.317004955,8.598635959,1.795179295,0.1499746128,0.219923525,0.07808590311,0.002620794851,0.00159162669,0.0006192247835,0.0004185035029,0.0004698195747,0.0008883217221,,0.0007833348766,0.001077551921,0.001859231987,0.0008883217221,,,3.858293029,1.598572917,0.9031922634,1.094403713,1.094403713,1.094403713,2.687866426,0.4522194531,3.334966699,0.6936252003,1.097487995,1.097487995,1.097487995,1.981298902
HXB18,Sůl,1,HXB18-S-Carcass-1,297.900,190.314,54.405,0.714,2.156,18800.000,179000.000,48500.000,40.533,385.924,104.566,1.143,9.871,4.548,0.021,0.181,0.084,0.03346625262,0.0726265971,0.1060928497,71.4130332,0.04686294801,0.1016993591,0.1485623071,0.1060928497,,,42.5,43.6,31.6,38.1,38.1,38.1,36,38.6,33.2,45.6,45.2,45.2,45.2,49.4
,Sůl,2,HXB18-S-Carcass-2,313.100,204.854,59.059,0.712,2.333,16600.000,171000.000,45600.000,38.728,398.943,106.385,1.092,10.204,4.627,0.018,0.173,0.078,0.03173962257,0.06998586655,0.1017254891,71.17019926,0.04459678756,0.09833591486,0.1429327024,0.1017254891,,,48.7,56.2,50.3,51.8,51.8,51.8,46.6,46.6,54.5,49.6,54.6,54.6,54.6,50.1
,Sůl,3,HXB18-S-Carcass-3,326.300,208.132,60.258,0.710,2.008,16000.000,193000.000,51200.000,32.128,387.544,102.810,0.906,9.912,4.472,0.015,0.164,0.074,0.03024173167,0.06703032454,0.09727205621,71.04818096,0.04256510337,0.09434488489,0.1369099883,0.09727205621,,,49,47.3,49.7,45.2,45.2,45.2,47.6,36.3,48.6,42.7,46,46,46,45.4
,,,,312.433,201.100,57.907,0.712,2.166,17133.333,181000.000,48433.333,37.130,390.804,104.587,1.047,9.995,4.549,0.018,0.173,0.079,0.03181586895,0.0698809294,0.1016967984,71.21047114,0.04467494631,0.09812671963,0.1428016659,0.1016967984,,,46.73333333,49.03333333,43.86666667,45.03333333,45.03333333,45.03333333,43.4,40.5,45.43333333,45.96666667,48.6,48.6,48.6,48.3
,,,,8.262635025,5.513751553,1.797551285,0.001079825952,0.0946020338,857.1063716,6474.144608,1628.253009,2.572371091,4.125148945,1.039355091,0.07255783313,0.1055071178,0.04520940116,0.001744187966,0.00492336877,0.002735498431,0.0009381465637,0.001627681201,0.002564224851,,0.001249993068,0.002140521672,0.003387944488,0.002564224851,,,2.133279954,3.765329822,6.178767502,3.983442158,3.983442158,3.983442158,3.737246205,3.143300928,6.393851128,2.014292271,3.029956796,3.029956796,3.029956796,1.474270039
,Voda,4,HXB18-W-Carcass-4,367.500,240.736,70.102,0.709,2.440,20600.000,187000.000,52400.000,50.264,456.280,127.856,1.418,11.670,5.561,0.020,0.166,0.079,0.0325927007,0.06839242245,0.1009851232,70.88013425,0.04598284279,0.09649025523,0.142473098,0.1009851232,,,41.4,43.7,39.5,37.6,37.6,37.6,36.6,36.9,37,37.4,40.2,40.2,40.2,43.3
,Voda,5,HXB18-W-Carcass-5,346.100,220.035,64.047,0.709,2.514,20100.000,174000.000,47700.000,50.531,437.436,119.918,1.425,11.188,5.216,0.022,0.175,0.081,0.03343930707,0.07172415777,0.1051634648,70.89235803,0.04716912796,0.1011733278,0.1483424558,0.1051634648,,,37.2,40.6,39.2,36.2,36.2,36.2,38.6,40.8,37.2,35.7,41.6,41.6,41.6,41.3
,Voda,6,HXB18-W-Carcass-6,340.800,213.431,61.434,0.712,2.443,18800.000,176000.000,47400.000,45.928,429.968,115.798,1.295,10.997,5.037,0.021,0.179,0.082,0.03313840484,0.0723507844,0.1054891892,71.21599018,0.04653225316,0.1015934542,0.1481257074,0.1054891892,,,42.2,38.1,36.3,34.5,34.5,34.5,42.8,42.2,37.8,40.2,39.5,39.5,39.5,39.3
,,,,351.467,224.734,65.194,0.710,2.466,19833.333,179000.000,49166.667,48.908,441.228,121.191,1.380,11.285,5.271,0.021,0.173,0.081,0.03305680421,0.07082245487,0.1038792591,70.99616082,0.04656140797,0.09975234575,0.1463137537,0.1038792591,,,40.26666667,40.8,38.33333333,36.1,36.1,36.1,39.33333333,39.96666667,37.33333333,37.76666667,40.43333333,40.43333333,40.43333333,41.3
,,,,8.218539613,8.282613051,2.585140036,0.001107417966,0.02435160613,540.2077467,4069.767442,1630.327658,1.502216887,7.883531932,3.5632837,0.04237242542,0.2016336243,0.1549941148,0.0005922545765,0.003701709908,0.0008154058931,0.0002495124939,0.001237014544,0.001460279619,,0.0003451626365,0.001647007188,0.001934808438,0.001460279619,,,1.561491246,1.631018621,1.027497375,0.9025682963,0.9025682963,0.9025682963,1.839758804,1.596809849,0.242054186,1.321102866,0.6216672454,0.6216672454,0.6216672454,1.162790698
HXB20,Sůl,1,HXB20-S-Carcass-1,310.500,208.699,64.544,0.691,2.026,13000.000,163000.000,43500.000,26.338,330.238,88.131,0.743,8.446,3.833,0.012,0.131,0.059,0.02659278329,0.0585921535,0.08518493679,69.07316278,0.03849944351,0.08482622068,0.1233256642,0.08518493679,,,69.8,47.9,47.9,47.9,51.9,44.8,52.5,44.3,46.3,46.3,46.3,37.3,47.8,40.9
,Sůl,2,HXB20-S-Carcass-2,310.200,206.077,62.592,0.696,1.841,11700.000,168000.000,46600.000,21.540,309.288,85.791,0.608,7.911,3.732,0.010,0.126,0.060,0.02600746424,0.05513135843,0.08113882267,69.62688704,0.03735261671,0.07918113357,0.1165337503,0.08113882267,,,63.2,48.7,48.7,48.7,48.9,49.3,46.6,49.2,51.2,51.2,51.2,51.1,46.1,44.3
,Sůl,3,HXB20-S-Carcass-3,313.200,208.539,62.425,0.701,1.571,10100.000,173000.000,47800.000,15.867,271.783,75.094,0.448,6.951,3.266,0.007,0.111,0.052,0.02235512273,0.04757431934,0.06992944207,70.06555129,0.03190601132,0.06789972885,0.09980574017,0.06992944207,,,58.2,49.4,49.4,49.4,55.5,55.9,52,49.8,50,50,50,44.4,47.3,51.4
,,,,311.300,207.772,63.187,0.696,1.813,11600.000,168000.000,45966.667,21.248,303.770,83.005,0.599,7.769,3.611,0.009,0.123,0.057,0.02498512342,0.05376594376,0.07875106717,69.5885337,0.03591935718,0.07730236104,0.1132217182,0.07875106717,,,63.73333333,48.66666667,48.66666667,48.66666667,52.1,50,50.36666667,47.76666667,49.16666667,49.16666667,49.16666667,44.26666667,47.06666667,45.53333333
,,,,0.9606227699,0.8545367218,0.6849762543,0.00289130642,0.1330345546,844.5255259,2906.976744,1290.03405,3.047401163,17.21839168,4.041064245,0.08595681466,0.4403872208,0.1757763985,0.001267783327,0.005940843048,0.002411363772,0.001335100375,0.003275812505,0.004594809853,,0.002048048088,0.005010598257,0.007037618963,0.004594809853,,,3.382768453,0.4363693895,0.4363693895,0.4363693895,1.92124554,3.245936012,1.902090071,1.754170389,1.484931221,1.484931221,1.484931221,4.012189602,0.5079590086,3.114854181
,Voda,4,HXB20-W-Carcass-4,307.300,200.054,58.587,0.707,1.766,10900.000,166000.000,44300.000,19.249,293.156,78.234,0.543,7.498,3.403,0.009,0.128,0.058,0.02405492951,0.05300120809,0.07705613759,70.71440711,0.03401701363,0.07495107469,0.1089680883,0.07705613759,,,40.4,29,29,29,34.4,34.5,35.2,27.7,33.1,33.1,33.1,29.6,38.7,33.5
,Voda,5,HXB20-W-Carcass-5,309.700,202.869,60.855,0.700,2.055,14100.000,177000.000,44300.000,28.975,363.735,91.036,0.817,9.303,3.960,0.013,0.153,0.065,0.02788362281,0.06550825907,0.09339188188,70.00280969,0.03983214807,0.09357947111,0.1334116192,0.09339188188,,,37.7,29.3,29.3,29.3,33.3,35.5,29,28.8,31.9,31.9,31.9,34.4,32.6,33.7
,Voda,6,HXB20-W-Carcass-6,320.800,210.156,63.655,0.697,2.264,16500.000,176000.000,45500.000,37.356,398.464,103.012,1.054,10.191,4.481,0.017,0.160,0.070,0.03058525015,0.06956497391,0.1001502241,69.71059594,0.04387460721,0.09979110488,0.1436657121,0.1001502241,,,39.2,32.1,32.1,32.1,32.9,34.2,35.5,29.7,34.2,34.2,34.2,35.5,36.6,39.9
,,,,312.600,204.360,61.032,0.701,2.028,13833.333,173000.000,44700.000,28.527,351.785,90.761,0.805,8.997,3.948,0.013,0.147,0.065,0.02750793416,0.06269148036,0.09019941451,70.14260425,0.0392412563,0.08944055023,0.1286818065,0.09019941451,,,39.1,30.13333333,30.13333333,30.13333333,33.53333333,34.73333333,33.23333333,28.73333333,33.06666667,33.06666667,33.06666667,33.16666667,35.96666667,35.7
,,,,4.187257577,3.031025701,1.475959017,0.003001746522,0.1453887542,1633.43469,3536.489843,402.8025134,5.26838919,31.19848697,7.204302947,0.1486033275,0.7979499612,0.3133695355,0.002125052596,0.009797513384,0.003588600314,0.001907750163,0.005019575872,0.006903150939,,0.002880982771,0.007515640231,0.01036384494,0.006903150939,,,0.7864970499,0.9940557057,0.9940557057,0.9940557057,0.4515961317,0.3957476329,2.133279954,0.5823635349,0.6688152685,0.6688152685,0.6688152685,1.824074824,1.801700317,2.115512256
BXH8,Sůl,1,BXH8-S-Carcass-1,265.900,166.910,51.360,0.692,1.633,17100.000,188000.000,51700.000,27.924,307.004,84.426,0.788,7.852,3.672,0.015,0.153,0.072,0.03178129466,0.06795418522,0.09973547988,69.22892577,0.04590753692,0.09815865906,0.144066196,0.09973547988,,,52.7,38.8,38.8,38.8,39.1,44,45.3,36.3,40.4,40.4,40.4,33.4,47.9,41.5
,Sůl,2,BXH8-S-Carcass-2,295.400,185.456,56.541,0.695,1.995,12100.000,109000.000,30400.000,24.140,217.455,60.648,0.681,5.562,2.638,0.012,0.098,0.047,0.02046340207,0.04314277444,0.06360617651,69.512445,0.0294384726,0.06206482082,0.09150329342,0.06360617651,,,42.4,43.3,43.3,43.3,39.6,42.8,49.4,38.7,47.3,47.3,47.3,47.9,44.3,56.5
,Sůl,3,BXH8-S-Carcass-3,287.200,183.221,56.707,0.690,1.989,19000.000,172000.000,46400.000,37.791,342.108,92.290,1.066,8.750,4.014,0.019,0.154,0.071,0.03173065108,0.06916187655,0.1008925276,69.04994515,0.04595318796,0.1001621021,0.14611529,0.1008925276,,,49.9,41.8,41.8,41.8,43.8,42.9,52.4,41.6,41.1,41.1,41.1,47.7,40.3,46.4
,,,,282.833,178.529,54.869,0.693,1.872,16066.667,156333.333,42833.333,29.952,288.856,79.121,0.845,7.388,3.442,0.015,0.135,0.063,0.0279917826,0.06008627873,0.08807806134,69.26377197,0.04043306583,0.08679519399,0.1272282598,0.08807806134,,,48.33333333,41.3,41.3,41.3,40.83333333,43.23333333,49.03333333,38.86666667,42.93333333,42.93333333,42.93333333,43,44.16666667,48.13333333
,,,,8.852941423,5.886170008,1.767619171,0.001355876053,0.1205177072,2072.193944,24282.10278,6447.025187,4.097633917,37.37071686,9.578105392,0.1155803061,0.9558143669,0.4166241286,0.001963904606,0.01854210248,0.008222948673,0.003790591838,0.008538328288,0.01232626082,,0.00553582814,0.01246543306,0.01799749298,0.01232626082,,,3.09635101,1.332144097,1.332144097,1.332144097,1.500781,0.3871120999,2.072193944,1.542981341,2.208026968,2.208026968,2.208026968,4.833979803,2.210322082,4.446946031
,Voda,4,BXH8-W-Carcass-4,277.600,178.130,53.872,0.698,1.689,13800.000,191000.000,55300.000,23.308,322.599,93.402,0.657,8.251,4.063,0.012,0.153,0.075,0.03269604547,0.06640194232,0.09909798778,69.7569191,0.04687140127,0.09519047454,0.1420618758,0.09909798778,,,40.6,35.3,35.3,35.3,40.5,36.1,38.9,35.2,36.3,36.3,36.3,41.5,34.5,35
,Voda,5,BXH8-W-Carcass-5,263.800,168.310,52.162,0.690,1.730,14500.000,165000.000,46600.000,25.085,285.450,80.618,0.708,7.301,3.507,0.014,0.140,0.067,0.03019152782,0.06285798237,0.09304951019,69.0083774,0.0437505256,0.0910874661,0.1348379917,0.09304951019,,,41.5,35.3,35.3,35.3,36.9,34.1,32.3,33,35.6,35.6,35.6,34.7,34.1,35.4
,Voda,6,BXH8-W-Carcass-6,258.600,164.401,50.251,0.694,1.673,14600.000,183000.000,50600.000,24.426,306.159,84.654,0.689,7.830,3.682,0.014,0.156,0.073,0.03225784486,0.06859828216,0.100856127,69.43388422,0.04645836139,0.09879655003,0.1452549114,0.100856127,,,38.2,27.4,27.4,27.4,41,39,35.3,32.7,36.5,36.5,36.5,38.6,44.7,39.1
,,,,266.667,170.280,52.095,0.694,1.697,14300.000,179666.667,50833.333,24.273,304.736,86.225,0.685,7.794,3.751,0.013,0.150,0.072,0.03171513938,0.06595273562,0.097667875,69.39972691,0.04569342942,0.09502483022,0.1407182596,0.097667875,,,40.1,32.66666667,32.66666667,32.66666667,39.46666667,36.4,35.5,33.63333333,36.13333333,36.13333333,36.13333333,38.26666667,37.76666667,36.5
,,,,5.708737874,4.112443207,1.053156713,0.002182779231,0.01709275958,253.4243572,7742.241998,2531.797068,0.5222100143,10.82286996,3.799411723,0.01472976711,0.2768117786,0.1652651055,0.0004831434623,0.00493815837,0.002469116467,0.0007776473215,0.001683950223,0.002380864248,,0.0009855992073,0.002242564202,0.003102823277,0.002380864248,,,0.9917861691,2.651783213,2.651783213,2.651783213,1.300472796,1.432405232,1.92124554,0.7936277221,0.2747567225,0.2747567225,0.2747567225,1.983856335,3.49289113,1.314262158
HXB2,Sůl,1,HXB2-S-Carcass-1,327.100,206.588,66.486,0.678,2.205,16500.000,173000.000,46200.000,36.383,381.465,101.871,1.026,9.757,4.431,0.015,0.147,0.067,0.03162794983,0.06963899377,0.1012669436,67.81710458,0.04663712794,0.1026864745,0.1493236024,0.1012669436,,,67.6,57.6,67,63.4,59.1,59.1,59.1,63.2,57.7,62.3,66,58.7,58.7,58.7
,Sůl,2,HXB2-S-Carcass-2,315.500,192.896,62.240,0.677,1.935,16500.000,183000.000,50600.000,31.928,354.105,97.911,0.901,9.057,4.259,0.014,0.146,0.068,0.03259619707,0.06931780887,0.1019140059,67.73390843,0.0481238981,0.1023384158,0.1504623139,0.1019140059,,,79.6,64.4,86.7,69.1,69.6,69.6,69.6,76.4,73.4,82.1,85.2,74,74,74
,Sůl,3,HXB2-S-Carcass-3,315.800,201.110,64.388,0.680,2.136,17100.000,183000.000,50700.000,36.526,390.888,108.295,1.030,9.998,4.711,0.016,0.155,0.073,0.03445367969,0.07312334684,0.1075770265,67.98369052,0.05067933122,0.1075601314,0.1582394626,0.1075770265,,,78.5,80.4,92.2,75.2,72.8,72.8,72.8,68.3,82.5,66.9,77.8,72.7,72.7,72.7
,,,,319.467,200.198,64.371,0.678,2.092,16700.000,179666.667,49166.667,34.945,375.486,102.692,0.986,9.604,4.467,0.015,0.149,0.069,0.03289260886,0.07069338316,0.103585992,67.84490117,0.04848011909,0.1041950072,0.1526751263,0.103585992,,,75.23333333,67.46666667,81.96666667,69.23333333,67.16666667,67.16666667,67.16666667,69.3,71.2,70.43333333,76.33333333,68.46666667,68.46666667,68.46666667
